"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"KOR","Korea","AVERAGE","Average","12_7","Threatened species(Red List Index)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2022","2022",0.69166,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",11.584,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",11.653,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",11.706,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",11.921,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",12.109,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",12.128,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",13.239,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",13.711,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",13.706,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",13.828,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",13.638,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",13.576,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",13.542,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",13.838,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",14.088,,
"KOR","Korea","AVERAGE","Average","12_8","Greenhouse gas emissions (domestic production)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",13.564,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",97.0072402954102,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",97.2928695678711,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",97.364143371582,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",97.4180679321289,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",97.5352935791016,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",97.6593856811524,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",97.8584976196289,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",97.9531173706055,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",98.1889343261719,"B","Break"
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",98.3324890136719,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",98.2867431640625,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",98.2925643920898,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",98.2927703857422,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",98.0494689941406,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",97.7742233276367,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",97.7793197631836,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",97.9919891357422,,
"KOR","Korea","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",98.0318145751953,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",5729.9,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",5422.2,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",5070.9,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4954.3,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",4745.7,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4659.4,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",4527.7,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4322.2,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",4117.3,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3945.7,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",3777.7,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",3611.4,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",3505.3,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",3325,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3320.7,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",3224.4,,
"KOR","Korea","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",3146.9,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",25.9,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",24,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",26.3,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",25.6,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",22.9,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",23.2,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",21.6,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",19.9,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",20,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",17.3,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",18.4,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",17.5,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",17.5,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",16.4,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",15.9,,
"KOR","Korea","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",15.4,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",22.6414493869729,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",23.9366350108521,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",27.3481350305661,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",27.0037336636344,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",32.4226994611414,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",28.3037222266954,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",23.0812561348807,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",34.8586394756612,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",28.4103521814528,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",26.4757379348352,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",23.7081578707328,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",35.8582211551073,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",38.9084017674115,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",37.6757588549017,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",44.8309238280724,,
"KOR","Korea","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",43.3829193400451,,
"KOR","Korea","AVERAGE","Average","14_4","Government stakeholder engagement","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2.26999998092651,,
"KOR","Korea","AVERAGE","Average","14_4","Government stakeholder engagement","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.88000011444092,,
"KOR","Korea","AVERAGE","Average","14_4","Government stakeholder engagement","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",3.03999996185303,,
"KOR","Korea","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",15.7,,
"KOR","Korea","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",16.3,,
"KOR","Korea","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",17,,
"KOR","Korea","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",17.1,,
"KOR","Korea","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",19,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",75030,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",79710,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",85777,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",93714,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",100614,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",103370,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",108448,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",114001,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",116655,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",119162,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",122179,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",122516,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",125989,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",130175,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",138565,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",146101,,
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",150343,"P","Provisional value"
"KOR","Korea","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",162973,"P","Provisional value"
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",2.74619364738464,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",2.76939368247986,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",2.79223918914795,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",2.89894962310791,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3.15392303466797,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",3.40972971916199,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.50771260261536,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",3.71133399009705,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",4.01693916320801,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",4.18616056442261,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.29205703735352,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.14371252059936,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",4.168212890625,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.28289890289307,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",4.52154874801636,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",4.69715213775635,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",4.89771795272827,,
"KOR","Korea","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",4.94242763519287,"P","Provisional value"
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",-2262,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",-2878,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",-3625,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",-2221,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",-2438,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",-972,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2010,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5478,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",7723,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",6256,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",11059,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",13083,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",12208,,
"KOR","Korea","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",17697,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",138.4568,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",143.0346,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",147.5311,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",152.9024,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",153.9483,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",154.88,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",158.0058,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",162.2843,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",174.5221,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",181.8061,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",184.9868,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",188.188,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",197.7947,,
"KOR","Korea","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",206.4822,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",29.9453,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",31.2602,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",30.39425,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",29.44376,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",29.83521,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",30.28541,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",29.46297,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",28.34626,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",30.22406,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",34.21281,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",33.49855,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",38.12532,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",42.00798,,
"KOR","Korea","AVERAGE","Average","15_7","Financial net worth of government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",46.00436,,
"LUX","Luxembourg","AVERAGE","Average","12_1","Natural and semi-natural land cover","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",57.8450088500977,,
